brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,32 Main Street,East Hampton,NY,11937,+16319070960,,https://www.ralphlauren.com/locations/US/East%20Hampton/8077,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,1970 Northern Boulevard,Manhasset,NY,11030,516.365.9595,,https://www.ralphlauren.com/locations/US/Manhasset/804,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,109 Prince Street,New York,NY,10012,212.625.1660,,https://www.ralphlauren.com/locations/US/New%20York/8035,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren Men's Flagship,Ralph Lauren Men's Flagship,own-door,open,867 Madison Avenue,New York,NY,10021,212.606.2100,,https://www.ralphlauren.com/locations/US/New%20York/820,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,41 Jobs Lane,Southampton,NY,11968,+16312876953,,https://www.ralphlauren.com/locations/US/Southampton/849,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"160 North Gulph Road, Space 2163A",King of Prussia,PA,19406,+16107688863,,https://www.ralphlauren.com/locations/US/King%20of%20Prussia/867,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,4525 Cole Ave,Dallas,TX,75205,214.393.2293,,https://www.ralphlauren.com/locations/US/Dallas/8079,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"Houston Galleria 5085 Westheimer Road, Space B2596",Houston,TX,77056,713.552.1254,,https://www.ralphlauren.com/locations/US/Houston/8072,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"7700 Windrose Ave, Suite G175",Plano,TX,75024,+14693618283,,https://www.ralphlauren.com/locations/US/Plano/8032,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"2001 International Drive, Suite 1833G",McLean,VA,22102,703.356.3017,,https://www.ralphlauren.com/locations/US/McLean/8059,"brand-stated: locator type label, verbatim",Womens/Home only per DEPARTMENTS — not a mens door.,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Redvanly,West Palm Beach,,own-door,open,475 S Olive Ave,West Palm Beach,FL,33401,(561) 888-6042,,,,,,2026-09-05,redvanly_classified_2026-09-05.csv
Redvanly,Highland Park,,own-door,open,"1850 2nd St, Suite 106",Highland Park,IL,60035,(847) 861-0060,,,,,,2026-09-05,redvanly_classified_2026-09-05.csv
Redvanly,Birmingham,,own-door,open,203 E Maple Road,Birmingham,MI,48009,(248) 792-0700,,,,,,2026-09-05,redvanly_classified_2026-09-05.csv
Redvanly,Harbor Springs,,own-door,open,263 E Main Street,Harbor Springs,MI,49740,(231) 221-2770,,,,,,2026-09-05,redvanly_classified_2026-09-05.csv
Redvanly,New York City,,own-door,open,371 Bleecker St,New York,NY,10014,(917) 997-1194,,,,,,2026-09-05,redvanly_classified_2026-09-05.csv
Rhoback,Barracks Road Shopping Center,,own-door,open,2124 Barracks Rd,Charlottesville,VA,22903,,Barracks Road Shopping Center,https://support.rhoback.com/en-US/store-locations-236420,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"10250 Santa Monica Blvd, Suite 1920, Level 1",Los Angeles,CA,90067,,,https://www.rhone.com/locations/century-city,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,1117 Newport Center Dr,Newport Beach,CA,92660,,,https://www.rhone.com/locations/fashion-island,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"158 Fillmore St, Suite 100",Denver,CO,80206,,,https://www.rhone.com/locations/cherry-creek-north,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,7 Main St,Westport,CT,06880,,,https://www.rhone.com/locations/westport,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"358 San Lorenzo Ave, Suite 2030, Level 2",Coral Gables,FL,33146,,,https://www.rhone.com/locations/merrick-park,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"4791 River City Dr, Suite 125",Jacksonville,FL,32246,,,https://www.rhone.com/locations/st-johns-town-center,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"701 S Miami Ave, Suite 159-B, Level 1",Miami,FL,33130,,,https://www.rhone.com/locations/brickell-city-centre,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"2223 N Westshore Blvd, Suite 159, Lower level",Tampa,FL,33607,,,https://www.rhone.com/locations/international-plaza,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,910 W Armitage Ave,Chicago,IL,60614,,,https://www.rhone.com/locations/lincoln-park,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"410 Oakbrook Center, Space #410, Level 1",Oak Brook,IL,60523,,,https://www.rhone.com/locations/oakbrook-center,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,81 Pier 4 Blvd.,Boston,MA,02210,,,https://www.rhone.com/locations/boston-seaport,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"94 Derby St, Suite 241",Hingham,MA,02043,,,https://www.rhone.com/locations/derby-street-shops,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"1200 Morris Tpke, Suite D143, Lower level",Millburn,NJ,07078,,,https://www.rhone.com/locations/short-hills,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,19 Hulfish St,Princeton,NJ,08542,,,https://www.rhone.com/locations/palmer-square,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,133 5th Ave,New York,NY,10003,,,https://www.rhone.com/locations/flatiron,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"500 W 33rd St, Suite 222B, Level 2",New York,NY,10001,,,https://www.rhone.com/locations/hudson-yards,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"520 Madison Ave, Unit 110",New York,NY,10022,,,https://www.rhone.com/locations/madison-ave,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"115 Coulter Ave, Suite 200",Ardmore,PA,19003,,,https://www.rhone.com/locations/suburban-square,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"8687 N Central Expy, Suite 1026, Level 1",Dallas,TX,75225,,,https://www.rhone.com/locations/northpark-center,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"9595 Six Pines Dr, Suite 1030",The Woodlands,TX,77380,,,https://www.rhone.com/locations/market-street,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rhone,,,own-door,open,"1760G International Dr, Suite 1126, Level 1",McLean,VA,22102,,,https://www.rhone.com/locations/tysons-galleria,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rick Owens,,,own-door,open,819 North La Brea Avenue,Los Angeles,CA,90038,,,https://www.rickowens.eu/en-us/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rick Owens,Miami Design District,,own-door,open,131 NE 41st Street,Miami,FL,33137,,Miami Design District,https://www.rickowens.eu/en-us/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rick Owens,Fontainebleau Las Vegas,,own-door,open,,Las Vegas,NV,,,Fontainebleau Las Vegas,https://www.rickowens.eu/en-us/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rick Owens,,,own-door,open,30 Howard Street,New York,NY,10013,,,https://www.rickowens.eu/en-us/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"1129 Newport Center Drive, Fashion Island",Newport Beach,CA,92660,,,https://www.roddandgunn.com/us/stores/fashion-island_5010,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"660 Stanford Shopping Center, Shop # 126",Palo Alto,CA,94304,,,https://www.roddandgunn.com/us/stores/stanford_5090,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"4303 La Jolla Village Drive, Suite 2145",San Diego,CA,92122,,,https://www.roddandgunn.com/us/stores/westfield-utc_5050,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"2855 Stevens Creek Blvd,, Westfield Valley Fair, Suite # 1701",Santa Clara,CA,95050,,,https://www.roddandgunn.com/us/stores/valley-fair_5100,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,354 Greenwich Ave,Greenwich,CT,06830,,,https://www.roddandgunn.com/us/stores/greenwich_5070,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"4999 Old Orchard Center, Number A14",Skokie,IL,60077,,,https://www.roddandgunn.com/us/stores/old-orchard_5130,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"8687 North Central Expressway, Suite 1468",Dallas,TX,75225,,,https://www.roddandgunn.com/us/stores/northpark-center_5060,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,"2001 International Dr, Suite 1446",Mclean,VA,22102,,,https://www.roddandgunn.com/us/stores/tysons-galleria_5120,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rodd & Gunn,,,own-door,open,575 Bellevue Square,Bellevue,WA,98004,,,https://www.roddandgunn.com/us/stores/bellevue_5080,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Rothy's,Scottsdale Fashion Square,,own-door,open,"7014 E Camelback Road, Suite #1448",Scottsdale,AZ,,,Scottsdale Fashion Square,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Westfield Topanga,,own-door,open,"6600 Topanga Canyon Boulevard, Suite #2076",Canoga Park,CA,91303,,Westfield Topanga,https://rothys.com/pages/stores/topanga,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,248 N Larchmont Boulevard,Los Angeles,CA,90004,,,https://rothys.com/pages/stores/larchmont,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Fashion Island,,own-door,open,"1017 Newport Center Drive, Space #1017",Newport Beach,CA,92660,,Fashion Island,https://rothys.com/pages/stores/rothys-fashion-island,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,69 W Colorado Boulevard,Pasadena,CA,91105,,,https://rothys.com/pages/stores/pasadena,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Galleria at Roseville,,own-door,open,"1173 Galleria Boulevard, Space #1195",Roseville,CA,95678,,Galleria at Roseville,https://rothys.com/pages/stores/galleria-at-roseville,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Westfield UTC,,own-door,open,4307 La Jolla Village Drive,San Diego,CA,92122,,Westfield UTC,https://rothys.com/pages/stores/university-town-center,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,2448 Fillmore Street,San Francisco,CA,94115,,,https://rothys.com/pages/stores/fillmore,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Westfield Valley Fair,,own-door,open,"2855 Stevens Creek Boulevard, Suite #1638",Santa Clara,CA,95050,,Westfield Valley Fair,https://rothys.com/pages/stores/valley-fair,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Broadway Plaza,,own-door,open,54 Broadway Lane,Walnut Creek,CA,94596,,Broadway Plaza,https://rothys.com/pages/stores/broadway-plaza,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,238 Greenwich Avenue,Greenwich,CT,06830,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,ZIP set to 06830 (operator-confirmed 2026-08-29),2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,3068 M Street NW,Washington,DC,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Disney Springs,,own-door,open,"1520 E Buena Vista Drive, Suite P",Lake Buena Vista,FL,,,Disney Springs,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,CityPlace,,own-door,open,"700 South Rosemary Avenue, Suite #129",West Palm Beach,FL,,,CityPlace,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Westside Provisions District,,own-door,open,"1210 Howell Mill Road NW, Suite #104",Atlanta,GA,,,Westside Provisions District,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Buckhead Village District,,own-door,open,247 Buckhead Ave,Atlanta,GA,,,Buckhead Village District,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Ala Moana Center,,own-door,open,1450 Ala Moana Boulevard,Honolulu,HI,96814,,Ala Moana Center,https://rothys.com/pages/stores/ala-moana,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,846 W Armitage Avenue,Chicago,IL,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,211 Newbury Street,Boston,MA,02116,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,ZIP set to 02116 (operator-confirmed 2026-08-29),2026-08-20,locations_2026-08-29.csv
Rothy's,Legacy Place,,own-door,open,636 Legacy Place,Dedham,MA,02026,,Legacy Place,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,ZIP set to 02026 (operator-confirmed 2026-08-29 after reconfirmation; initial supply of 02116 was a paste error from the Newbury Street row),2026-08-20,locations_2026-08-29.csv
Rothy's,Galleria Edina,,own-door,open,"3510 W 69th Street, Suite #3616",Edina,MN,,,Galleria Edina,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,North Hills,,own-door,open,"4321 Lassiter at North Hills Avenue, Space #110",Raleigh,NC,,,North Hills,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Westfield Garden State Plaza,,own-door,open,"One Garden State Plaza, Space #2344",Paramus,NJ,,,Westfield Garden State Plaza,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,The Mall at Short Hills,,own-door,open,"1200 Morris Turnpike, Suite D107",Short Hills,NJ,,,The Mall at Short Hills,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Fashion Show Mall,,own-door,open,"3200 S. Las Vegas Boulevard, Suite #2380",Las Vegas,NV,89109,,Fashion Show Mall,https://rothys.com/pages/stores/rothys-fashion-show,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,"112 North 6th Street, Suite #112",Brooklyn,NY,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,134 5th Avenue,New York,NY,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,181 Columbus Avenue,New York,NY,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,,,own-door,open,24 Prince Street,New York,NY,,,,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,Bridgeport Village,,own-door,open,7455 SW Bridgeport Road,Tigard,OR,97224,,Bridgeport Village,https://rothys.com/pages/stores/rothys-bridgeport-village,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
Rothy's,King of Prussia Mall,,own-door,open,"160 N Gulph Road, Space #2076",King of Prussia,PA,,,King of Prussia Mall,https://rothys.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-20,locations_2026-08-29.csv
