brand,tee_low,tee_high,polo_low,polo_high,dress_shirt_low,dress_shirt_high,jeans_low,jeans_high,dress_pants_low,dress_pants_high,sweater_low,sweater_high,outerwear_low,outerwear_high,shoes_low,shoes_high,not_a_staple,search_url,store_used,currency_basis,status,source,note
Acne Studios,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,580,1300,800,5100,750,850,-,SKIP,https://www.acnestudios.com/us/en,USD_landed,complete,https://www.acnestudios.com/us/en/man/knitwear/?sz=100 | https://www.acnestudios.com/us/en/man/crewnecks/?sz=100 | https://www.acnestudios.com/us/en/man/turtlenecks-and-v-necks/ | https://www.acnestudios.com/us/en/rw-mn-knit000025/B60422-900.html?g=man | https://www.acnestudios.com/us/en/man/outerwear/?sz=200 | https://www.acnestudios.com/us/en/cashmere-jacket-with-hood-vintage-grey-melange/B90831-DFL.html?g=man | https://www.acnestudios.com/us/en/fa-mn-outw000015/B90899-AUZ.html?g=man | https://www.acnestudios.com/us/en/man/shoes/?sz=200,"range outerwear: no clean entry/elevated pair of one jacket style - leather/suede pieces (Leather Biker Jacket $3,200/$3,300, Leather Jacket $2,900, Painted Biker Jacket $5,100) have no fabric twin, and the only near-pairs are weak (Hooded Logo Jacket cotton $850 vs Cashmere Jacket with Hood, only 10% cashmere/90% wool, $1,650; Raw Denim Jacket $850 vs Denim Jacket with lamb fur collar $1,400); plain range of men's outerwear excluding overshirts, suit/pinstripe jackets and Re-Edition reissues = Lightweight Nylon Jacket / Lightweight Logo Jacket $800 to Painted Biker Jacket (leather, punk print) $5,100; without the painted piece high would be Leather Biker Jacket $3,300. US store states Tariffs and duties included, hence USD_landed. All category counts fully loaded (knitwear 46/46, crewnecks 23/23, outerwear 59/59, shoes 22/22); no markdowns seen. Sweater low = Merino Wool Sweater $580 (crewneck); high = Chunky Cashmere Sweater $1,300 (100% cashmere, crew neckline per product photo and description chunky ribbed neckline; it sits in Knitwear but not in the Crewnecks subcategory) - within the Crewnecks subcategory the dearest cashmere crew is Cashmere Sweater / Cashmere Sweater with Logo $1,050; Hand-Knit Alpaca crewneck $1,200. Shoes: own-label loafers Leather Loafers $750 to Leather/Brushed/Printed Leather/Printed Suede Loafers $850."
Dries Van Noten,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,780,975,2270,3550,1060,1180,-,SKIP,https://www.driesvannoten.com/en-us,USD,complete,https://www.driesvannoten.com/en-us/collections/men-knitwear/products.json | https://www.driesvannoten.com/en-us/collections/men-coats-jackets/products.json | https://www.driesvannoten.com/en-us/collections/men-shoes/products.json | https://www.driesvannoten.com/en-us/collections/runway-pieces-men/products.json | https://www.driesvannoten.com/en-us/collections/men-all/products.json | https://www.driesvannoten.com/en-us/products/252-021244-2700 | https://www.driesvannoten.com/en-us/products/262-021719-0106,"range sweater: no cashmere (or other elevated-fibre) crewneck in the current men's range; non-runway crewnecks are Merino Wool Sweater $780 (crew confirmed from product photo) and Jacquard Wool Sweater (crew, alpaca-merino blend) $975; runway-tagged Patchwork Wool Sweater crew $1,165 excluded. range outerwear: no leather/suede/shearling/cashmere outerwear at all; non-runway men's coats and jackets = Overdyed Cotton Jacket $2,270, Wool Caban Coat $2,465, Jacquard Mac $3,550 (runway pieces $2,930-3,550 excluded, would not change the range). Shopify Markets (USD active, rate 1.170348); used /en-us/ locale feeds; checks: Merino Wool Sweater feed 780 = page $780, Suede Loafers feed 1180 = page $1,180. Runway exclusion = membership of the store's runway-pieces-men collection (88 products; covers most knitwear and coats). No compare-at markdowns in men-all (247 products); ss26 private-sale collection ignored. Shoes: own-label loafers Leather Loafers (square toe) $1,060, Leather penny loafers $1,095, Ponyhair loafers $1,170, Suede Loafers $1,180."
Wales Bonner,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,595,595,750,1500,485,595,-,https://walesbonner.com/search?q=,https://walesbonner.com,GBP,complete,https://walesbonner.com/products.json | https://walesbonner.com/collections/menswear-knitwear/products.json | https://walesbonner.com/collections/menswear-outerwear/products.json | https://walesbonner.com/collections/footwear-menswear/products.json | https://walesbonner.com/products/acoustic-jumper | https://walesbonner.com/search?q=jeans,"range sweater: no own-label crewneck and no elevated-fibre sweater; the only own-label men's jumper is Acoustic Jumper (wool cable knit, half-zip per product photo) GBP 595, so low = high = 595. Excluded as collaborations: the John Smedley pieces (titled produced in partnership with John Smedley, described as made in collaboration; e.g. Ashby Jumper pointelle GBP 295, Essence Jumper merino GBP 295, Chant Jumper GBP 695), Wales Bonner x Stussy, adidas Originals and Y-3 by Wales Bonner. Store has no US storefront or USD pricing: Shopify currency GBP, country GB, /en-us 404, only en and en-JP alternates; banner says customs tax included (DDP) for US, UK and EU, so prices are GBP landed. Outerwear: cheapest style with an elevated twin is the anorak: Kalpa Anorak (cotton nylon taslan) GBP 750 vs Vista Leather Anorak (soft leather, plonge and tech twill) GBP 1,500; Kamala Leather Jacket GBP 1,750 has no fabric twin; track tops excluded as not outerwear pairs. Shoes: own-label loafers Dakar Loafer GBP 485 (other colourways 510/550) to Montego Tasseled Loafer GBP 595; product-page GBP prices match feed. Search URL test: /search?q=jeans returned 70 products found (Studio Jean etc.)."
JiyongKim,100,160,190,190,240,640,615,615,SKIP,SKIP,SKIP,SKIP,615,1655,SKIP,SKIP,-,https://intl.jiyongkim.net/product/search.html?keyword=,https://intl.jiyongkim.net,USD,complete,https://intl.jiyongkim.net/product/list.html?cate_no=99 | https://intl.jiyongkim.net/product/list.html?cate_no=100 | https://intl.jiyongkim.net/product/list.html?cate_no=101 | https://intl.jiyongkim.net/product/list.html?cate_no=102 | https://intl.jiyongkim.net/product/list.html?cate_no=527 | https://intl.jiyongkim.net/product/search.html?keyword=denim | https://intl.jiyongkim.net/product/search.html?keyword=jeans,"range jeans: the only denim bottom is Re-Worked Denim Pants (paneled, upcycled deadstock denim; not a standard 5-pocket jean) full price $615 (currently marked down to $495), so low = high = 615. range outerwear: no leather/suede/shearling/cashmere outerwear exists (checked compositions of Biker, Trucker, Velvet Trucker, Shawl Collar jackets - all cotton/wool/tencel), so plain range of men's outerwear excluding the Work Vest and Tailored Jacket = Draped Track Jacket $615 to Sun-Bleached Shawl Collar Jacket $1,655 (both full prices; many outerwear items currently show a discount price, full price used). Cafe24 store, INTL site priced in USD (list pages show full price then a discount price for markdowns). Tee (analogous rule): Sun-Bleached Tab Tee and Sun-Bleached Patch Tee $100 low, Sun-Bleached T-Shirt $110, high Sun-Bleached Pack T-Shirt $160 (crew neck, short sleeve per size chart). Polo (analogous rule): only Sun-Bleached Pack Polo T-Shirt $190, cotton jersey short-sleeve polo, so low = high. Dress shirt: low Sun-Bleached Tab Shirt $240 (described as basic dress shirt); high Sun-Bleached Draped Shirt $640 (shell buttons at front, draped silhouette); zip-up shirts excluded. Womenswear category items (dresses, skirts, blouse) excluded; collaboration categories (Alpha Industries, Kolon Sport, PUMA, Clarks Originals) excluded. Search URL: keyword=jeans returns 0 results, keyword=denim returns 3 results, so denim passes."
Brunello Cucinelli,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1350,4000,4600,17900,1200,1600,-,SKIP,https://shop.brunellocucinelli.com/en-us/,USD,complete,https://shop.brunellocucinelli.com/en-us/men/ready-to-wear/knitwear/?start=0&sz=160 | https://shop.brunellocucinelli.com/en-us/men/ready-to-wear/coats-jackets/?start=0&sz=200 | https://shop.brunellocucinelli.com/en-us/men/shoes/loafers/,"Carried from the 18 Sep pilot, not re-read. Entry is already cashmere. Sweater (148 of 148 read): Cashmere sweater 1350 (an English Rib knit sweater at 1300 in one colour, fibre unstated) -> Cashmere and silk sweater 4000. HIGH IS A JUDGMENT: Cashmere ribbed sweater 4600 and Cashmere English rib 4400 are also candidates. Outerwear (95 of 95): Water-resistant safari jacket 4600 -> Shearling safari jacket 17900. Shoes (15 loafers): Calfskin penny loafers 1200 -> Calfskin and suede loafers 1600. FORMAT TRAP: the knitwear grid prints '$ 1.650,00' (European separators) while loafers print '$1,200.00'; a naive parser reads the first as 1.65."
Fedeli,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,420,1750,3002,4325,SKIP,SKIP,-,https://www.fedelicashmere.com/en-usd/search?q=,https://www.fedelicashmere.com/en-usd,USD,complete,https://www.fedelicashmere.com/en-usd/collections/mens-knitwear/products.json | https://www.fedelicashmere.com/en-usd/collections/man-all/products.json | https://www.fedelicashmere.com/en-usd/collections/mens-outerwear/products.json | https://www.fedelicashmere.com/en-usd/collections/private-sale-men/products.json | https://www.fedelicashmere.com/en-usd/products/iconic-slim-wool-crewneck_4ui07012ic | https://www.fedelicashmere.com/en-usd/products/plume-suede-bomber_tu000540 | https://www.fedelicashmere.com/en-usd/products/stop-cashmere-flanel-airstop-bomber_tu000627 | https://www.fedelicashmere.com/en-usd/search?q=jeans,"Shopify Markets store (USD active, rate 1.170348, root /en-usd/); USD prices are non-round Markets conversions (e.g. 1142, 3002); used /en-usd/ collection feeds and checked feed = product .js = displayed page: Argentina Superfine Wool $420.00 (page shows $420.00, tax included; for non-EU customers local charges may apply, so not landed), Argentina Cashmere Scotland Crewneck $1,750, Plume $4,325, Stop $3,002. No compare-at markdowns in men's knitwear. Sweater low = Argentina Superfine Wool in iconic colors (wool crewneck) $420 (cheapest cashmere crew: Argentina Slim Cashmere Crewneck in iconic colors $698); high = dearest regular crewneck = Argentina Cashmere Scotland Crewneck $1,750 (next Argentina Baby Cashmere Crewneck $1,142). Outerwear: nearly everything is cashmere-based, so entry fabric = cashmere flannel/technical and elevated = suede; cheapest style with a suede version is the bomber: low = Stop Cashmere Flanel and Airstop Bomber (reversible) $3,002; high = Plume Suede Down Puffer Bomber $4,325. Tighter same-model pair: Surreale Cashmere Flanel Double Bomber $3,132 vs its suede version Verbier Suede Cashmere Padded Bomber $3,471. Davos Cashmere Tecknet Knit Bomber $7,836 not counted as elevated (cashmere is the house base fibre; it is a knit bomber). Knitted Gordon/Tex jackets, blazers, overshirt and vests excluded. Search: jeans returned 69 results found (denim 79)."
The Elder Statesman,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,490,2490,1290,3990,NONE,NONE,Shoes,SKIP,https://elder-statesman.com,USD,complete,https://elder-statesman.com/products.json | https://elder-statesman.com/collections/all-menswear/products.json | https://elder-statesman.com/collections/mens-knitwear-crewnecks/products.json | https://elder-statesman.com/collections/mens-outerwear-jackets/products.json | https://elder-statesman.com/collections/all-archie-sale-copy/products.json | https://elder-statesman.com/products/fisherman-crew | https://elder-statesman.com/products/daily-crewneck,"range outerwear: no jacket style sold in both an entry fabric and suede/shearling/leather; men's jackets (excluding smoking-jacket cardigans and knit zip hoodies) run from Waffle Cord Bomber (cotton) $1,290 through cashmere Hunter Zip Jacket $2,490, Woven Decon Jacket (cashmere moto) $3,460, Suede Army Pullover $3,490 to Shearling Hoodie (brown leather shearling) $3,990. Shopify US store, USD rate 1.0; page checks Fisherman Crew 2,490 USD and Daily Crewneck 490 USD match feed. No compare-at markdowns among cited items; archive/sale collections excluded. Sweater (entry already cashmere-based): low = Daily Crewneck (cotton and cashmere) $490 (cheapest pure-cashmere crew: Simple Crew $1,050; Coast Oversized Crew $740 is a French terry sweatshirt, excluded); high = dearest regular crewneck = Fisherman Crew (heavyweight cashmere) $2,490. Shoes: full product feed (672 products) has no footwear of any kind, so NONE."
Hermès,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1200,2825,3850,8800,1100,5150,-,SKIP,https://www.hermes.com/us/en,USD,complete,https://www.hermes.com/us/en/category/men/ready-wear/knitwear/ | https://www.hermes.com/us/en/category/men/ready-wear/jackets-and-blazers/ | https://www.hermes.com/us/en/category/men/ready-wear/coats-and-parkas/ | https://www.hermes.com/us/en/category/men/shoes/loafers-and-mules/ | https://www.hermes.com/us/en/product/maxi-mors-sellier-crewneck-sweater-H667250HA82/ | https://www.hermes.com/us/en/product/destin-loafer-H252833ZAD0/ | https://www.hermes.com/us/en/product/luc-loafer-H252902ZA01/,"US store, USD, ship-to United States; category pages fully loaded by scrolling (knitwear 67 of 67, jackets and blazers 31 of 31, coats 5 of 5, loafers and mules 83 of 83); compositions read from product pages; runway-show categories not used. Sweater low = Detail H crewneck sweater (100% wool) $1,200; high = Maillon Chaine d'Ancre crewneck sweater (100% cashmere) $2,825, tied with Grand Large crewneck (80% cashmere 20% silk) $2,825. Dearer crews exist in blends: Maxi Mors Sellier crewneck $3,125 is 70% wool/30% cashmere (use 3125 if a 30% cashmere blend counts as elevated); Eperon d'Or Soie Plissee sweater $4,450 is wool with pleated silk front. Outerwear: cheapest style with an elevated version = straight cut jacket: low = Straight cut jacket with leather detail (100% cotton) $3,850; high = Cashmere zipped straight cut jacket with leather details $8,800. Alternative pair: Rib-trim jacket (paper/viscose) $5,200 vs Empreinte rib-trim jacket (100% calfskin) $16,300. C.D.S. varsity jackets (cotton, $2,125-2,225) have no elevated version; overshirts, cardigan, vest excluded. Shoes: low = Luc loafer (calfskin) $1,100; high = Destin loafer in calfskin and matte alligator $5,150 (Ignacio crocodile driving loafer $4,975); excluding exotic skins the high is Icone loafer $1,925. Mules excluded."
Loro Piana,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1125,5250,2770,29000,950,2150,-,SKIP,https://us.loropiana.com/en,USD,complete,https://us.loropiana.com/en/c/man/knitwear | https://us.loropiana.com/en/gifting-idea/man/ready-to-wear/walkery-crewneck-FAM0528_60NP.html | https://us.loropiana.com/en/man/vicuna/iconic-crewneck-FAO4339_E09Y.html | https://us.loropiana.com/en/man/vicuna/knitwear/coste-crewneck-FAQ4336_E09Y.html | https://us.loropiana.com/en/man/coats-and-outerwear | https://us.loropiana.com/en/shoes/man/loafers,"US store, USD; category pages fully expanded via View other products (knitwear 329 of 329 tiles incl. colourways, coats and outerwear 148 of 148, loafers 76 of 76); sleeve/neck details read from product pages. Sweater low = Walkery Crewneck (cotton-silk, long sleeve per product photo) $1,125 - the $1,000 Walkery (FAM1818), Mayreau $1,155 and Savan $1,205 crewnecks are short-sleeved knits and T-Shirt Crewneck $1,250 is a knit tee, all excluded; cheapest cashmere crew Loro Crewneck $1,500. High = dearest regular crewneck = Iconic Crewneck in Vicuna $5,250; Coste Crewneck Vicuna $10,800 excluded because product details say Henley collar with horn button; without vicuna the high is The Gift of Kings Crewneck $4,400. Outerwear: cheapest jacket style with elevated versions = bomber: low = Bomber Jacket (linen) $2,770; high = Tyton Bomber Jacket (vicuna, cashmere) $29,000. Same-model alternative: Maremma Bomber Jacket cotton $4,580 / cashmere Storm System $6,150 / calfskin $9,275. Overshirts and vests (from $2,400) excluded. Shoes: loafers category, low = Venice Walk Loafer (suede) $950; high = Summer Walk The Gift of Kings Loafer $2,150 (next Summer Walk suede $1,900); George Walk espadrille and knitted Summer Walk excluded as non-loafers."
Rubinacci,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,648,648,1896,4740,660,696,-,https://www.marianorubinacci.com/en/search-results?searchterm=,https://www.marianorubinacci.com/en,USD,complete,https://www.marianorubinacci.com/en/collection/knitwear/ | https://www.marianorubinacci.com/en/collection/outerwear/ | https://www.marianorubinacci.com/en/collection/shoes/ | https://www.marianorubinacci.com/uk/collection/knitwear/ | https://www.marianorubinacci.com/en/search-results?searchterm=jeans,"Custom store; /en is the US site option and shows USD, but the delivery-country/currency flyout read IT/$ and I did not change it (no region submit); USD prices are exactly 1.2x the UK site GBP figures (knitted tee $432 vs GBP 360), so this looks like a fixed USD list but a US-delivery price could differ. Paginated listings read via listing_page (knitwear 99 tiles, outerwear 34, shoes 62; one tile per colour). Sweater: entry already cashmere; the only crewneck model is the cashmere crew-neck sweater at $648 in every colour (15 tiles), so low = high = 648 (dearest regular crewneck named: cashmere crew-neck sweater). Outerwear: cheapest style with an elevated version = overcoat: low = Single-breasted Raglan coat in blue linen blend $1,896; high = Blue cashmere coat / Double-breasted coat in blue cashmere $4,740 (single-breasted 100% cashmere coats are $3,120 if the pairing is limited to single-breasted). Suede bomber $3,600 has no fabric bomber twin; Blue wool and cashmere fur jacket $9,000 and vests excluded; one burgundy cashmere DB coat is flagged Limited Edition ($4,080, does not affect figures). Shoes: own-label Marphy loafers from $660 (suede/velvet) to $696 (leather, deer, kidskin, woven, tassel; Alaska/Luisiana suede loafers and leather loafers also $696); slippers and sailing shoes excluded. Search URL: searchterm=jeans returned 15 products (Manny Trousers in Japanese Selvedge Denim etc.)."
